datetime,open,high,low,close,volume
2024-08-20 23:00:00+00:00,145.3470001220703,146.33900451660156,144.9810028076172,145.3470001220703,0.0
2024-08-21 23:00:00+00:00,145.1179962158203,146.47000122070312,144.947998046875,145.1179962158203,0.0
2024-08-22 23:00:00+00:00,146.20199584960938,146.47300720214844,144.60499572753906,146.20199584960938,0.0
2024-08-25 23:00:00+00:00,144.0,144.57899475097656,143.4600067138672,144.0,0.0
2024-08-26 23:00:00+00:00,144.51600646972656,145.1529998779297,144.1649932861328,144.51600646972656,0.0
2024-08-27 23:00:00+00:00,143.97500610351562,145.02499389648438,143.91200256347656,143.97500610351562,0.0
2024-08-28 23:00:00+00:00,144.43299865722656,145.52499389648438,144.2830047607422,144.43299865722656,0.0
2024-08-29 23:00:00+00:00,144.88999938964844,145.96200561523438,144.70199584960938,144.88999938964844,0.0
2024-09-01 23:00:00+00:00,146.38099670410156,147.11900329589844,145.79600524902344,146.38099670410156,0.0
2024-09-02 23:00:00+00:00,146.7220001220703,147.18800354003906,145.16799926757812,146.7220001220703,0.0
2024-09-03 23:00:00+00:00,145.35299682617188,145.53799438476562,144.02699279785156,145.35299682617188,0.0
2024-09-04 23:00:00+00:00,143.32400512695312,144.20399475097656,142.85400390625,143.32400512695312,0.0
2024-09-05 23:00:00+00:00,143.39300537109375,143.84800720214844,141.76499938964844,143.39300537109375,0.0
2024-09-08 23:00:00+00:00,142.48599243164062,143.78599548339844,142.44500732421875,142.48599243164062,0.0
2024-09-09 23:00:00+00:00,143.177001953125,143.6750030517578,142.26199340820312,143.177001953125,0.0
2024-09-10 23:00:00+00:00,142.23399353027344,142.46800231933594,140.71800231933594,142.23399353027344,0.0
2024-09-11 23:00:00+00:00,142.58999633789062,143.01100158691406,141.91299438476562,142.58999633789062,0.0
2024-09-12 23:00:00+00:00,141.49899291992188,141.52699279785156,140.36199951171875,141.49899291992188,0.0
2024-09-15 23:00:00+00:00,140.7899932861328,140.8990020751953,139.5780029296875,140.7899932861328,0.0
2024-09-16 23:00:00+00:00,140.7899932861328,141.85000610351562,140.322998046875,140.7899932861328,0.0
2024-09-17 23:00:00+00:00,142.01499938964844,142.05099487304688,141.24400329589844,142.01499938964844,0.0
2024-09-18 23:00:00+00:00,142.7100067138672,143.93499755859375,142.06500244140625,142.7100067138672,0.0
2024-09-19 23:00:00+00:00,142.85800170898438,144.4759979248047,141.76300048828125,142.85800170898438,0.0
2024-09-22 23:00:00+00:00,144.00399780273438,144.43899536132812,143.1959991455078,144.00399780273438,0.0
2024-09-23 23:00:00+00:00,143.63800048828125,144.6649932861328,143.41200256347656,143.63800048828125,0.0
